consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560100/000261,Star Pipes International,"Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,146.0,111.1,LT-4,TOPPC3198C,,1998-10-20,ACTIVE,M61222216,9517151813
ESCOM/560100/000262,Balaji Packaging Co,"Service Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,116.0,99.6,LT-1,MOKFY4316C,,1996-07-28,ACTIVE,M30603294,9597706044
ESCOM/560058/000263,Metals Mphasis Pvt.Ltd,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,254.2,192.9,LT-6,LOOAB5544X,29LOOAB5544X5ZM,2020-02-25,ACTIVE,M11023862,9187799393
ESCOM/560058/000264,Indian Paints Limited,"776/8, Ring Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,329.6,304.5,LT-2,IXVHG1768D,29IXVHG1768D1Z0,2010-09-28,ACTIVE,M41424742,9114285707
ESCOM/560100/000265,Pumps Sunrise Factory,"3rd Main, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,408.9,278.9,LT-1,,,2013-11-17,DISCONNECTED,M13827602,
ESCOM/560058/000266,Leather Peoples Corporation,"1st Cross, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,451.7,426.2,LT-3,,,2002-05-22,SURRENDERED,M34666946,9225046707
ESCOM/560058/000267,KS Paper Corporation,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,290.3,241.5,LT-6,ZWTFT7903Q,29ZWTFT7903Q8ZE,2015-06-09,ACTIVE,M19409611,9120422206
ESCOM/560058/000268,Leather Sunrise Enterp,"22/3, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,368.6,222.8,LT-4,MLNCS9368V,29MLNCS9368V5ZO,2018-01-22,ACTIVE,M89778686,9822743448
ESCOM/560058/000269,Balaji Electronics Ltd,"104/7, Ring Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,310.7,278.2,LT-6,HFBFA3261Q,,2000-03-14,ACTIVE,M78821284,9562375205
ESCOM/560058/000270,Bangalore Electricals Corporation,"Cross Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,436.1,354.3,LT-5,UZTFD7681R,,2022-06-22,ACTIVE,M82501777,9776378019
ESCOM/560100/000271,Leather Balaji Ent,"869/4, Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,73.3,64.7,LT-5,TAVFP3503Y,29TAVFP3503Y4Z9,2011-01-21,ACTIVE,M34030421,9552820774
ESCOM/560058/000273,Metals KS Traders,"2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,460.6,428.8,LT-4,,,2009-09-05,ACTIVE,M75587311,
ESCOM/560100/000274,Motors Indian Group,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,124.5,99.1,LT-3,STDFR2055Y,29STDFR2055Y1Z1,2015-02-06,SURRENDERED,M83804178,
ESCOM/560100/000275,Titan Eng Inds,"587/1, 1st Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,167.3,145.5,LT-4,UZOCU6822V,29UZOCU6822V3ZO,1997-12-20,SURRENDERED,M84680066,
ESCOM/560100/000276,Lakshmi Garments Traders,"Factory Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,357.0,214.4,LT-5,KOUAI5696P,29KOUAI5696P7ZA,1998-04-04,DISCONNECTED,M84109019,
ESCOM/560100/000277,Star Electronics Works,"113/2, 3rd Main, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,247.0,149.6,LT-5,BDJHL3471S,29BDJHL3471S5ZI,2013-06-17,ACTIVE,M85915183,
ESCOM/560100/000278,Mphasis Plastics Group,"Industrial Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,369.3,334.4,LT-5,TRDFX3764H,29TRDFX3764H6ZY,2014-07-28,ACTIVE,M86407202,9819883588
ESCOM/560100/000279,Srinivasa Engineering Co,"591/1, Service Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,404.4,310.9,LT-2,EMXAD6592G,,1995-08-03,ACTIVE,M10105721,9576987762
ESCOM/560058/000280,Electronics Wipro Traders,"325/7, Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,34.0,23.5,LT-3,ZOHPF2034F,,1991-01-15,ACTIVE,M56252087,9129174843
ESCOM/560058/000282,Modern Electronics Group,"985/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,144.2,90.1,LT-4,VYQPU9094T,29VYQPU9094T7ZM,2005-05-25,ACTIVE,M24296509,9728309864
ESCOM/560058/000283,Bangalore Metals Ltd,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,280.1,244.7,LT-1,HRIFG4506U,29HRIFG4506U8Z0,2022-09-04,SURRENDERED,M65736939,9286332886
ESCOM/560058/000284,Shree Pumps Corporation,"Cross Road, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,99.8,93.8,LT-4,KVVHA1310X,,2018-06-28,DISCONNECTED,M67425182,
ESCOM/560100/000285,Chemicals Sri Mfg,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,89.4,73.7,LT-2,,,2003-03-11,DISCONNECTED,M10639448,
ESCOM/560100/000287,Shree Steel Ltd,"756/4, Main Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,58.4,52.6,LT-1,YXFFK3604Z,,2011-02-13,ACTIVE,M91495289,
ESCOM/560100/000289,Rubber KS Co,"694/1, Cross Road, Bommanahalli, Bengaluru, 560100",560100,COMMERCIAL,229.8,205.7,LT-5,WKQHN2560M,29WKQHN2560M7Z6,2017-10-11,ACTIVE,M17405419,9825609063
ESCOM/560058/000291,National Pumps Corporation,"201/4, 2nd Cross, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,438.7,276.8,LT-2,UIRCW6468S,29UIRCW6468S5ZQ,1993-04-05,ACTIVE,M83259850,9212579573
ESCOM/560058/000292,Foods Sunrise Ltd,"2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,91.2,79.1,LT-2,VAACL0121S,29VAACL0121S6Z2,2020-05-24,DISCONNECTED,M33662613,9312412969
ESCOM/560058/000293,Peoples Chemicals International,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,99.9,74.6,LT-2,HGVCV1576N,29HGVCV1576N2Z7,1996-03-06,ACTIVE,M54303502,
ESCOM/560058/000294,Rubber Royal Factory,"302/3, Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,376.8,356.9,LT-1,QHDPQ9820P,29QHDPQ9820P2ZA,2002-07-10,ACTIVE,M14847065,
ESCOM/560100/000295,Chemicals Global Factory,"Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,25.4,15.5,LT-3,WKHFM5935E,29WKHFM5935E5ZS,2015-02-16,ACTIVE,M83805378,
ESCOM/560100/000296,Bangalore Steel Ind,"272/2, Factory Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,373.9,277.8,LT-2,HNOPC7900B,29HNOPC7900B6ZC,2001-10-12,DISCONNECTED,M25783708,
ESCOM/560100/000297,Royal Pharmaceuticals Limited,"842/1, 3rd Main, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,423.7,322.1,LT-5,ZYWAH2745Z,29ZYWAH2745Z8ZT,2012-02-10,ACTIVE,M69994261,
ESCOM/560058/000298,Balaji Paper Corporation,"512/6, Main Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,400.6,240.6,LT-5,LTTFW5307E,,1998-08-21,ACTIVE,M41316014,
ESCOM/560058/000299,Infosys Foods Mfg,"655/5, Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,20.9,17.8,LT-4,,,1996-10-15,SURRENDERED,M76179190,9693679128
ESCOM/560100/000300,Pharmaceuticals Bengaluru Co,"Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,82.7,63.5,LT-6,,,1994-12-18,SURRENDERED,M52326331,
ESCOM/560100/000307,Karnataka Pipes Ent,"62/3, Cross Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,24.6,16.0,LT-3,FJQHH9597K,,2005-09-16,DISCONNECTED,M73901617,
ESCOM/560100/000310,Infosys Leather Traders,"2nd Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,362.5,262.6,LT-3,ZJMFU9089D,29ZJMFU9089D3ZC,1990-03-12,ACTIVE,M22193479,9928145258
ESCOM/560100/000311,Printing Indian Co,"Main Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,438.6,309.2,LT-5,YDGFS9807U,29YDGFS9807U7ZP,2013-02-14,ACTIVE,M95572035,
ESCOM/560100/000313,Mahalaxmi Furniture Group,"3rd Main, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,293.3,216.2,LT-2,CCDCC3546D,,2002-11-20,SURRENDERED,M43210578,
ESCOM/560100/000315,Mphasis Fabrics Limited,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,435.6,375.1,LT-4,KPCFN9946W,29KPCFN9946W7ZI,1992-06-16,ACTIVE,M83339845,9864441874
ESCOM/560100/000317,Wipro Metals Enterprises,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,477.3,361.6,LT-6,RUZFN8210C,29RUZFN8210C4Z7,2004-02-28,ACTIVE,M23189535,
ESCOM/560058/000318,Pharmaceuticals National & Co,"3rd Main, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,140.4,99.3,LT-4,DYVHP6127Z,29DYVHP6127Z1ZK,2004-06-20,DISCONNECTED,M83014724,
